Key,search,Results
mcm,64,19.765625
paws,64,41.75
fairytail,64,315.546875
dancer,64,142.5
mother,64,83.25
war,64,69.890625
will,64,46.625
editing,64,82.3125
xx,64,56.828125
pop,64,63.703125
string,64,71
plate,64,67.203125
feminism,64,64.125
turk,63,35.92063492
abstract,63,145.4126984
mexican,63,53.26984127
boom,63,52.49206349
minions,63,106.984127
chrismas,63,3.428571429
afro,63,35.06349206
back,63,85.76190476
soap,63,76.53968254
mascara,63,76.34920635
of,63,31.03174603
polo,63,46.77777778
gamer,62,71.32258065
thicc,62,33.01612903
tum,62,18.09677419
logang,62,54.11290323
shiny,62,55.80645161
succulent,62,87.88709677
korea,62,119.983871
gliter,62,22.12903226
naughty,62,28.24193548
home,62,146.8709677
tvd,62,68.98387097
christm,62,39.5
faces,62,75.5483871
leave,62,81.64516129
click,62,51.75806452
lavender,62,59.20967742
sprinkles,62,110.4354839
pregnancy,62,47.09677419
tounge,61,24.08196721
yoonmin,61,143.0491803
trans,61,33.72131148
phora,61,16.91803279
twins,61,103.8852459
maverick,61,33.91803279
demi,61,75.80327869
bath,61,56.26229508
stocking,61,13.75409836
pansexual,61,34.95081967
positive,61,49.6557377
bees,61,38.52459016
z,60,129.35
bleach,60,43.18333333
cr,60,25.21666667
haha,60,55.56666667
tattos,60,12.43333333
doll,60,84.66666667
yummy,60,118.0166667
soundcloud,60,16.58333333
robot,60,104.5666667
bokeh,60,36.78333333
sports,60,106.7833333
idc,60,51.5
happiness,60,67.03333333
18,60,60.25
clear,60,208.1
welcome,60,55.4
eggplant,60,14.85
justin,92,53.53125
jungle,60,103.4833333
sike,60,14.2
peachy,60,39.95
pentagram,60,40
zoo,60,168.4333333
luna,59,159.3559322
cold,59,75.20338983
loki,59,57.76271186
sleepy,59,62.49152542
sniper,59,36.93220339
teddy,59,68.10169492
pearls,59,44.89830508
mu,59,57.54237288
stitches,59,19.86440678
elmo,59,39.72881356
firework,59,55.01694915
vibe,59,41.30508475
wound,59,45.11864407
pacifier,59,29.71186441
boo,58,46.05172414
ethandolan,58,99.5862069
corgi,58,44.74137931
blank,58,131.637931
kinky,58,22.62068966
selfie,58,72.03448276
aest,58,32.10344828
angle,58,34.46551724
psycho,58,85.15517241
anxiety,58,30.24137931
xd,58,137.0517241
why,58,68.87931034
saying,57,127.0701754
warning,57,90.43859649
kodak,57,21.59649123
luxury,57,193.0877193
glock,57,15.64912281
bffs,57,56.03508772
spotlight,57,82.89473684
science,57,216.5614035
but,57,60.57894737
superme,57,18.28070175
cocaine,57,23.05263158
palm,57,41.49122807
posh,57,53.07017544
chucky,57,44.38596491
___,57,106.754386
scream,57,57.77192982
popular,57,70.29824561
pilgrim,57,6.157894737
block,57,33.14035088
perfume,57,85.94736842
superhero,57,102.6315789
splat,57,100.2982456
homestuck,57,88.80701754
rapper,57,79.19298246
subs,57,13.01754386
bible,57,43.80701754
eagles,57,27.96491228
months,56,28.91071429
indie,56,51.26785714
sparks,56,19.44642857
hood,56,73
bread,56,79.16071429
nasa,56,55.08928571
furry,56,74.55357143
rilakkuma,56,94.39285714
caution,56,92.66071429
doge,56,55.875
purp,56,15.78571429
vogue,56,34.46428571
bouquet,56,329.6964286
toy,55,110.9636364
liquor,55,96.92727273
good,55,76.67272727
nope,55,64.74545455
coke,55,36.45454545
married,55,40.74545455
fl,55,25.89090909
gaming,55,74.41818182
feliz,55,126.3272727
mochi,55,102.7636364
cards,55,68.49090909
icecream,55,63.30909091
blonde,55,75.65454545
nerd,55,54.01818182
penguin,55,69.32727273
kid,55,116.6363636
tatt,55,15.74545455
avatar,55,80.98181818
guy,55,77.54545455
minion,55,88.21818182
heartbeat,55,52.63636364
nintendo,55,84.89090909
adventure,55,138.0545455
miss,55,63.03636364
kookie,55,311.5818182
vegeta,55,80.96363636
monarch,55,39.41818182
cheese,55,65.8
divider,54,54.72222222
doctor,54,70.51851852
lmao,54,66.38888889
burgundy,54,13.5
mariposas,54,152.8518519
kms,54,52.98148148
cyber,54,34.37037037
drop,54,160.6296296
dreads,54,13.24074074
mileven,54,19.7037037
noah,54,30.22222222
2k,54,39.25925926
key,54,70.92592593
pot,54,57.72222222
ps4,54,53.16666667
kakashi,54,82.03703704
shirts,54,34.55555556
masks,53,88.88679245
checkered,53,24.8490566
cowboys,53,27.26415094
geometry,53,152.4339623
wand,53,36.8490566
ramen,53,30.64150943
lash,53,25.09433962
thick,53,28.9245283
hippy,53,49.62264151
bored,53,56.54716981
as,53,43.96226415
rudolph,53,13.50943396
yandere,53,114.3207547
strong,53,102.5471698
sitting,53,104.9433962
blushing,53,28.73584906
laptop,53,66.18867925
powerpuff,53,25.11320755
tu,52,120
couch,52,33.46153846
pistol,52,49.23076923
taylor,52,63.36538462
satanic,52,37.05769231
swing,52,95.38461538
stick,52,62.63461538
coco,52,51.36538462
eyeball,52,105.9038462
gangsta,52,78.53846154
relax,52,70.26923077
new,52,59.55769231
starwars,52,107.25
shorts,52,54.84615385
horses,52,55.78846154
___,52,119.5
plus,52,30.51923077
umbrella,52,145.8846154
scared,51,60.19607843
artsy,51,58.29411765
tøp,51,75.66666667
bullets,51,11.88235294
simple,51,98.78431373
train,51,82.01960784
bells,51,24.09803922
___,51,42.11764706
alphabet,51,130.6862745
nfl,51,67.94117647
ae,51,26.54901961
seokjin,51,106.0784314
messi,51,81.94117647
cooking,51,80.74509804
coffe,51,73.25490196
and,51,179.6470588
than,51,32.2745098
lazer,51,12.8627451
sing,51,45.25490196
gross,51,24.21568627
lsd,51,31.88235294
fedora,51,57.17647059
xbox,50,35.68
seashell,50,164.14
marinette,50,101
disco,50,125.54
vase,50,105.46
ariel,50,93.44
asian,50,72.26
adorable,50,90.54
painting,50,158.06
lollipop,50,71.08
eat,50,103.4
rabbit,50,164.42
papi,50,42.86
graduation,50,106.02
brillo,50,70.1
nct,50,201.02
pine,50,40.16
poloroid,50,25.98
volleyball,50,47.32
fruits,49,102.9387755
bestie,49,47.40816327
cape,49,53.55102041
rosa,49,187.2857143
prettymuch,49,20.69387755
killer,49,74.40816327
saturday,49,46.24489796
mcdonalds,49,53.3877551
melting,49,93.3877551
cam,49,45.89795918
cuts,49,9.693877551
zodiac,49,123.877551
bitc,49,25.3877551
letter,49,105.6326531
heels,49,59.71428571
callout,49,67.42857143
joji,49,37.75510204
happybirthday,49,151.1020408
gingerbread,49,35.02040816
candles,49,54.63265306
yoga,48,118.0416667
anchor,48,80.70833333
oops,48,39.9375
danganronpa,48,141.8541667
vlone,48,13.1875
______,48,132.75
sehun,48,134.3958333
squirrel,48,35.625
sailor,48,74.14583333
stoner,48,53.64583333
hey,48,36.29166667
peaches,48,25.33333333
morty,48,67.33333333
poppy,48,63.75
blurry,48,27.3125
gloss,48,26.33333333
landscape,48,117.0833333
gems,48,47.25
flamingo,47,125.8723404
wattpad,47,98.9787234
pix,47,56.14893617
fishing,47,61.9787234
decor,47,110.2978723
yello,47,20.76595745
sold,47,9.531914894
feet,47,68.53191489
drunk,47,37.19148936
bell,47,69.9787234
ojos,47,96.19148936
make,47,118.2340426
lock,47,78.80851064
dolantwins,47,104
him,47,52.36170213
ninja,47,95.55319149
winner,47,66.31914894
sparkl,47,32.72340426
tacos,47,49.91489362
shy,47,50.70212766
hears,46,8.847826087
walking,46,43.34782609
wild,46,116.9347826
think,46,43.32608696
homer,46,68.95652174
mushrooms,46,50.63043478
congrats,46,21.76086957
soul,46,71.97826087
motivation,46,116.8478261
grapes,46,44.45652174
raindeer,46,13.2826087
ch,46,36.08695652
tessa,46,38.58695652
puppies,46,64.2173913
run,46,84.19565217
advisory,46,21.41304348
kakao,46,44.7173913
pavo,46,12.95652174
sleeping,46,80.32608696
ho,46,45.2826087
babies,46,74.89130435
lighter,46,37.73913043
chat,46,115.7173913
kaneki,46,103.1956522
sarcasm,46,47.52173913
brothers,46,56.93478261
designs,46,36.39130435
la,46,91.41304348
socks,46,38.60869565
dantdm,46,51.41304348
stud,45,20.44444444
obey,45,28.22222222
siblings,45,40.28888889
lego,45,87.73333333
trust,45,32.2
stupid,45,65.57777778
celebration,45,106.6
panic,45,50.88888889
trip,45,87.64444444
tokyo,45,77.57777778
mac,45,47
eggo,45,8.111111111
fob,45,59.46666667
sleigh,45,4.822222222
dizzy,45,5.955555556
__,45,352.7777778
21,45,58.13333333
skin,45,52.62222222
mercy,45,72.28888889
we,45,52.44444444
grandma,44,51.86363636
cover,44,89.63636364
fade,44,38.38636364
bone,44,104.3181818
okay,44,68.09090909
sketch,44,96.84090909
sadgirl,44,85.38636364
blossom,44,68.54545455
scene,44,57.04545455
surprise,44,75.54545455
romantic,44,500
anti,44,67.34090909
avocado,44,51.47727273
hope,44,79.13636364
contacts,44,18.93181818
arms,44,70.43181818
skye,44,37.45454545
farm,44,64.65909091
totoro,44,99.93181818
constellation,44,99.34090909
electricity,44,119.1363636
snakes,44,66.13636364
jack,87,70.32531712
snowing,44,23.65909091
logic,44,27.59090909
vlog,44,35.06818182
gala,44,21.02272727
trophy,44,45.13636364
pole,44,29.65909091
outlines,44,116.75
piano,44,68.20454545
musical,44,68.45454545
flying,44,190.1136364
boba,44,27.22727273
bench,44,40.54545455
template,43,184.1627907
burger,43,36.74418605
pumpkins,43,77.51162791
stardust,43,35.6744186
waffle,43,42.58139535
gudetama,43,57.30232558
lady,43,144.627907
royal,43,72.46511628
gobble,43,4.441860465
loading,43,54.3255814
scissors,43,38.11627907
amino,43,98.58139535
rich,43,66.41860465
barber,43,56.41860465
eggs,43,56.93023256
notebook,43,55.39534884
harts,43,27.46511628
di,43,32.97674419
jacksepticeye,43,79.44186047
weight,43,48.90697674
yas,43,39.06976744
ship,43,75.86046512
humo,43,76.90697674
mail,43,62.1627907
darkness,43,69.90697674
nasty,43,27.72093023
metal,43,95.37209302
levi,43,98.86046512
troll,43,45
brush,43,142.6046512
portal,42,57.33333333
pooh,42,95.16666667
oppa,42,88.30952381
lightening,42,28.85714286
bruh,42,31.11904762
wcw,42,18.38095238
breakfast,42,124.6428571
fist,42,63.57142857
hibiscus,42,60.61904762
spa,42,44.23809524
ak,42,35.66666667
contour,42,57.54761905
fence,42,70.52380952
shell,42,117.3809524
one,42,46.83333333
draco,42,28.92857143
moons,42,72.07142857
moonlight,42,117.452381
spotify,42,25.02380952
kink,42,76.47619048
sta,42,14.64285714
earings,42,33.04761905
super,42,122.8809524
backpack,42,60.57142857
skittles,42,31.47619048
giraffe,42,52.21428571
notes,42,66.66666667
label,42,229.9047619
supergirl,42,54.61904762
bones,42,62.92857143
tinkerbell,42,57.04761905
pi,42,22.71428571
fam,42,39.21428571
island,42,88.0952381
cheek,41,16.36585366
woods,41,50.68292683
fail,41,49.97560976
old,41,74.46341463
derp,41,51.56097561
lipsense,41,20.3902439
board,41,75.70731707
jewels,41,32.56097561
tan,41,49.82926829
se,41,73.14634146
shawn,41,95.68292683
lucas,41,45.65853659
pinkhearts,41,21.17073171
top,41,109.9756098
fabric,41,306.7073171
dora,41,25.73170732
bla,41,39.7804878
woozi,41,74.46341463
radio,41,63.26829268
dna,41,62.31707317
wavy,41,22.31707317
futuristic,41,500
lotus,41,92.04878049
dancing,41,66.70731707
font,41,157.8292683
dirt,41,25.24390244
teardrop,41,19.3902439
música,41,500
morning,41,69.41463415
aries,40,47.1
boob,40,16.025
social,40,63.15
10,40,59.95
demons,40,40.5
miraculous,40,133.375
jacob,40,72.35
strawberries,40,38.95
asap,40,23.375
pitbull,40,43.45
butterfl,40,14.225
news,40,51.475
magical,40,91.35
wendy,40,75.125
sans,40,99.35
mackenzie,40,45.725
floor,40,40.725
lightbulb,40,45.2
globo,40,243.7
sweatshirt,40,32
royalty,40,98.6
arcoiris,40,81.025
champion,40,48.275
jacobsartorius,40,169.8
dan,40,60.5
vodka,40,44.6
surf,40,58
notification,40,57.525
logos,40,68.925
awesome,40,92.225
boca,40,278.375
tuesday,40,37.9
fancy,40,71.775
neck,40,68.75
pool,40,63.225
hetalia,40,135.25
nurse,40,60.8
sprite,40,36.025
haters,40,38.3
zombies,40,45.325
genji,40,71.55
tooth,40,112.5
hamster,40,63
boho,40,47.325
designer,40,29.625
jake,39,109.4871795
ink,39,111.0769231
electric,39,47.48717949
boarder,39,23
bug,39,51.35897436
ivy,39,52.28205128
ruler,39,16.84615385
smok,39,27.66666667
fork,39,30.79487179
shocked,39,36.43589744
haikyuu,39,146.974359
greek,39,28.41025641
desert,39,91.41025641
flor,39,112.7948718
stage,39,108.3846154
itachi,39,51.71794872
backwoods,39,5.230769231
record,39,58.51282051
games,39,70.48717949
confused,39,45.76923077
diamon,39,22.84615385
doritos,39,33.28205128
single,39,67.58974359
stone,39,37.48717949
lazy,39,55.71794872
room,39,96.71794872
brows,39,29.17948718
bong,39,31.71794872
rims,38,33.78947368
round,38,90.10526316
nice,38,57.86842105
yugyeom,38,71.10526316
sloth,38,48.07894737
wolves,38,54.60526316
molang,38,44.81578947
drawings,38,54.21052632
bl,38,39.44736842
goodnight,38,56.26315789
wednesday,38,34.47368421
squidward,38,51.65789474
frost,38,63.13157895
crows,38,24.05263158
stamp,38,111.0789474
doves,38,18.55263158
snack,38,46.39473684
girlfriend,38,72.13157895
lake,38,77.92105263
western,38,17.84210526
alisha,38,31.68421053
lens,38,109.1578947
champagne,38,57
california,38,79.18421053
vacation,38,64.94736842
butterf,38,16.78947368
lolipop,38,46.36842105
scroll,38,37.36842105
future,38,81.07894737
pll,38,62.34210526
aqua,38,77.63157895
ba,38,41.13157895
rude,38,26.73684211
paren,38,14.71052632
lemonade,38,38.86842105
husband,37,38.43243243
li,37,35.18918919
pornhub,37,5.189189189
sunglass,37,40.81081081
cringe,37,37.56756757
twerk,37,19.67567568
silly,37,41.86486486
narwhal,37,46.72972973
goggles,37,81.08108108
sweets,37,153.7567568
definition,37,72.62162162
stairs,37,67.56756757
thanksgivin,37,30.89189189
ouch,37,28.32432432
q,37,35.64864865
bdsm,37,72.27027027
octopus,37,98.59459459
woah,37,36.64864865
brow,37,17.86486486
kyrie,37,24.97297297
laurex,37,26.2972973
over,37,54.48648649
father,37,73.08108108
surpreme,37,8.594594595
castiel,37,119.9459459
jellyfish,37,131.972973
musical.ly,37,53.64864865
river,37,63.18918919
starfish,37,87.51351351
fireplace,37,80.08108108
band,37,69.21621622
faith,37,69.45945946
bro,37,59.18918919
mind,37,93.37837838
taken,37,24.27027027
hockey,36,66.16666667
___,36,188.1111111
famous,36,74.66666667
bands,36,64.91666667
murder,36,33.38888889
hanzo,36,42.55555556
13,36,49.80555556
brokenheart,36,90.55555556
gbc,36,15.47222222
exercise,36,117.5833333
annoyed,36,29.72222222
secret,36,57.41666667
squares,36,24.33333333
recording,36,118
&,36,226.5
astro,36,87.05555556
memories,36,49.13888889
17,36,46.27777778
crowd,36,53.41666667
noodles,36,40.02777778
sheep,36,62.36111111
pantone,36,52.58333333
russia,36,91.80555556
issa,36,32.83333333
aurora,36,47.61111111
heartcrown,36,32.22222222
goddess,36,53.30555556
bowl,36,88.97222222
luces,36,113.7777778
texas,36,53.69444444
diva,36,59.16666667
nigga,36,68.13888889
strange,36,145.7777778
cristmas,36,24.27777778
paci,36,17.86111111
tutu,36,75.25
month,36,77.63888889
thoughts,36,41.88888889
autum,36,32.02777778
tomholland,36,130.0277778
outfit,36,97.58333333
camo,36,38.97222222
club,36,72.02777778
brendon,36,38.69444444
gif,36,37.97222222
sneakers,36,132.5
zebra,35,82.4
migos,35,17.97142857
doggo,35,73.22857143
button,35,53.25714286
shock,35,39.71428571
noose,35,9
tornado,35,29.17142857
stripe,35,89.94285714
ironman,35,73.45714286
th,35,23.2
talk,35,72.25714286
thor,35,43.25714286
bratayley,35,78.4
gohan,35,64.34285714
wish,35,78.74285714
bangtan,35,128.4857143
poptart,35,14.17142857
thread,35,309.2571429
gloves,35,134.7142857
cracks,35,17.62857143
vevo,35,12.08571429
lebron,35,27.91428571
undertale,35,136.5714286
max,35,49.71428571
freaky,35,16.34285714
lightsaber,35,26.2
cousins,35,29.85714286
mj,35,85.22857143
lipgloss,35,35.08571429
decoration,35,95.28571429
warriors,35,52.85714286
short,35,55.25714286
0,35,31.48571429
ga,35,36.85714286
bean,35,48.31428571
oh,35,72.51428571
pipe,35,39.11428571
steve,35,51.8
dic,35,13.08571429
idk,35,74.02857143
tana,35,47.2
woke,35,34.91428571
maddie,34,42.29411765
16,34,54.61764706
wonderland,34,93.58823529
raiders,34,25.64705882
country,34,110.0882353
church,34,83.76470588
cinderella,34,63.58823529
grain,34,23.08823529
_,34,318.5882353
ig,34,44.70588235
camila,34,51.20588235
jason,34,54.73529412
dice,34,56.55882353
logan,34,38.88235294
rockstar,34,49.23529412
handsome,34,75.02941176
jar,34,77.47058824
teacher,34,59.23529412
profile,34,104.4411765
arizona,34,48.94117647
psychedelic,34,93.23529412
mem,34,56.61764706
hungry,34,93.64705882
headphone,34,31.64705882
volume,34,53.41176471
grillz,34,20.58823529
vegan,34,38.52941176
happythanksgiving,34,44.61764706
underwater,34,136.7352941
unicornio,33,142.0606061
my,33,77.6969697
underline,33,6.939393939
beige,33,23.33333333
yikes,33,16.42424242
rice,33,45.6969697
re,33,29.54545455
brick,33,44.90909091
twd,33,144.4545455
tools,33,39.6969697
tulip,33,169.5454545
mars,33,29.33333333
pe,33,41.54545455
bacon,33,33.78787879
shameless,33,56.15151515
nickelodeon,33,38.36363636
popcorn,33,61.84848485
yout,33,6.363636364
takis,33,9.939393939
call,33,58.90909091
little,33,61.63636364
peony,33,90.75757576
wizard,33,60.63636364
grafitti,33,21.24242424
please,33,92.48484848
#,33,118.969697
butter,33,63.93939394
bal,33,47.96969697
mami,33,65.42424242
bitch,33,35.87878788
triangles,33,47.27272727
powder,33,45.36363636
map,33,56.66666667
beast,33,73.42424242
jikook,33,90.54545455
nyc,33,46.72727273
deku,33,41.39393939
an,33,44.63636364
spanish,32,29.09375
sadie,32,16.65625
movies,32,56.40625
19,32,38.28125
before,32,30.6875
raindrop,32,39.28125
melt,32,64.46875
ey,32,42.4375
golf,32,60.34375
fram,32,25.65625
dolls,32,85.3125
beam,32,20.15625
smart,32,68.5
battery,32,56.46875
ex,32,27.71875
eggos,32,9.96875
rin,32,88.15625
zelda,32,91.21875
15,32,54.09375
drool,32,13.875
steelers,32,30.1875
kissing,32,60.8125
husky,32,50.40625
flecha,32,46.21875
hulk,32,30.96875
grad,32,32.34375
promise,32,35.5625
dragons,32,55.21875
moustache,32,38.96875
monsters,32,62.375
spoon,32,53.03125
fine,32,47.125
youtubers,32,90.25
familia,32,144.125
gu,32,17.25
emo,32,35.46875
ma,32,80.90625
circus,32,147.53125
im,32,85.8125
twin,32,50.96875
accessories,32,61.09375
be,32,78.59375
fart,32,21.09375
gum,32,48.15625
truck,31,118.1612903
juice,31,108.6129032
sp,31,25.35483871
tri,31,29.48387097
sprout,31,35.4516129
__,31,88.70967742
compass,31,41.5483871
gas,31,66.4516129
fragile,31,11.58064516
eddie,31,43.74193548
mabel,31,107.6129032
child,31,168.7419355
off,31,67.48387097
ci,31,31.96774194
eevee,31,82.83870968
pyramid,31,77.16129032
yuri,31,64.51612903
suicideboys,31,13.70967742
pugs,31,33.06451613
simp,31,6.032258065
spirit,31,92.87096774
together,31,73.77419355
12,31,75.06451613
dreams,31,84.35483871
soldier,31,92.83870968
paradise,31,49.41935484
cotton,31,31.09677419
lilpump,31,50.5483871
garbage,31,59.5483871
gorgeous,31,59.09677419
egypt,31,56.67741935
tbh,31,32.16129032
kard,31,64.35483871
prison,31,29.64516129
lilac,31,36.61290323
marriage,31,153.8387097
creep,31,32.03225806
buildings,31,63.35483871
widowmaker,31,61.58064516
carrot,31,43.80645161
rainb,31,19.12903226
boné,31,180.3225806
numb,31,18.25806452
creative,31,74.32258065
mandela,31,17.35483871
ticket,30,77.26666667
rebel,30,53.4
drama,30,70.3
fit,30,79.13333333
balls,30,48.53333333
marina,30,46.53333333
fack,30,28.8
umbreon,30,42.36666667
ios,30,94.9
betty,30,57.43333333
aye,30,46.56666667
lime,30,62.16666667
faze,30,17.23333333
shadows,30,55.9
ahs,30,72.63333333
glowing,30,58.16666667
lolita,30,78.93333333
globe,30,59.86666667
bang,30,39.5
checker,30,10.16666667
goofy,30,38.56666667
rawr,30,30.1
lovely,30,70.83333333
bubblegum,30,74.36666667
note,30,177.7333333
pickle,30,25.43333333
galexy,30,23.33333333
petty,30,15.03333333
miku,30,134.7
freak,30,29.5
lovers,30,87.6
fairies,30,41.7
china,30,80.7
goldfish,30,84.93333333
cabello,30,117.0666667
cupcakes,30,58.86666667
attention,30,82.1
mustach,30,9.4
lucy,30,57.76666667
he,30,15.6
target,30,51.43333333
jdm,30,53.03333333
suicidal,30,29.96666667
woof,30,35.7
fidget,30,37.36666667
lava,29,44.68965517
nut,29,46.4137931
ra,29,18.68965517
phrases,29,58.86206897
luv,29,48.72413793
dirty,29,99.89655172
pony,29,101
cliff,29,22.82758621
bears,29,72.75862069
oreo,29,69.10344828
barba,29,91.55172414
wonderwoman,29,130
france,29,90.79310345
french,29,91.82758621
yolo,29,55.03448276
